"gene_id","gene_symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000016283.13_H2-M2","H2-M2",946.795788993106,5.07086948626504,0.49389839014294,10.2670297929043,9.92122439024039e-25,2.34974278458453e-20
"ENSMUSG00000026009.14_Icos","Icos",228.868409772081,3.73276464309152,0.370798653025837,10.0668236322623,7.74386792297667e-24,9.17028839438897e-20
"ENSMUSG00000020395.13_Itk","Itk",361.09427835888,3.66403436176843,0.376136182312689,9.74124408675593,2.01077367353223e-22,1.58743878946458e-18
"ENSMUSG00000022126.6_Acod1","Acod1",748.586565486928,5.14655296780589,0.531330752606258,9.6861567725212,3.45277427391038e-22,2.04438764758233e-18
"ENSMUSG00000047842.7_Diras2","Diras2",162.831644203117,-3.67599350237672,0.384338102699915,-9.56447845413568,1.12768607428018e-21,5.34162339665036e-18
"ENSMUSG00000079363.7_Gbp4","Gbp4",5512.38490652476,3.98549142045822,0.421916770436604,9.44615549728918,3.51504319042398e-21,1.38750471536669e-17
"ENSMUSG00000030167.15_Klrc1","Klrc1",317.04555202485,4.4573375246504,0.474215947565151,9.39938344025857,5.48837309239629e-21,1.85695183314734e-17
"ENSMUSG00000056290.16_Ms4a4b","Ms4a4b",540.361487039486,3.39624714998228,0.3626787847909,9.36433916844725,7.65276694568974e-21,2.26560165427145e-17
"ENSMUSG00000071716.5_Apol7e","Apol7e",170.033212940112,4.092696248776,0.440568832739384,9.28957280824495,1.54908806412949e-20,4.07651130120476e-17
"ENSMUSG00000022586.11_Ly6i","Ly6i",718.939084196789,6.34930230135688,0.69233764374512,9.17081767648956,4.69444487154426e-20,1.11183232337654e-16
"ENSMUSG00000030830.18_Itgal","Itgal",1384.92485067993,3.38893108305721,0.372872229917748,9.08871943562215,1.00212352812841e-19,2.15766305819939e-16
"ENSMUSG00000053541.3_Gm4759","Gm4759",498.43648595101,3.97784364796655,0.438639642376111,9.06859130747639,1.20565610075787e-19,2.37956325752913e-16
"ENSMUSG00000105504.4_Gbp5","Gbp5",1355.07477225579,3.02982642079038,0.334717510973549,9.05189098705329,1.40513543009353e-19,2.55994057894887e-16
"ENSMUSG00000029417.9_Cxcl9","Cxcl9",4886.13312311318,3.13131799911926,0.350395861140184,8.93651537130028,4.01635268644476e-19,6.79452121612556e-16
"ENSMUSG00000041954.18_Tnfrsf18","Tnfrsf18",134.741314292008,2.49763436267564,0.28194651317214,8.8585396378026,8.10694130767094e-19,1.28003198620586e-15
"ENSMUSG00000105096.1_Gbp10","Gbp10",797.550682851354,3.78728288423921,0.427900708265317,8.85084509346249,8.6859048245473e-19,1.28573106165361e-15
"ENSMUSG00000001444.2_Tbx21","Tbx21",124.889936180994,3.52611552864834,0.399643928571966,8.8231429944353,1.1129108595329e-18,1.55048122336337e-15
"ENSMUSG00000063354.7_Slc39a4","Slc39a4",103.09084865004,3.48470899861163,0.395600331215982,8.80866046775153,1.26650165690803e-18,1.66643473567832e-15
"ENSMUSG00000049109.15_Themis","Themis",236.029519578964,3.87380589226232,0.440647457174287,8.79116815311641,1.480128406653e-18,1.84501900964051e-15
"ENSMUSG00000020826.8_Nos2","Nos2",1677.57041421326,5.68597412880726,0.648543199480741,8.76730206000118,1.82998359651571e-18,2.1670665749939e-15
"ENSMUSG00000005763.15_Cd247","Cd247",124.866707816113,2.92427601880552,0.333982597549019,8.75577362493061,2.02708212739528e-18,2.28616252882047e-15
"ENSMUSG00000039264.9_Gimap3","Gimap3",547.465448823329,3.38340503652327,0.386787567168903,8.74745034150956,2.18227352421816e-18,2.34931664307195e-15
"ENSMUSG00000038156.16_Spon1","Spon1",3145.97962920313,1.68037511347243,0.19255372573817,8.7267857686502,2.62012738745057e-18,2.69804769758171e-15
"ENSMUSG00000045868.12_Gvin1","Gvin1",11083.5266374016,2.6226776429722,0.300726458435473,8.7211403233911,2.75413860586826e-18,2.717875780891e-15
"ENSMUSG00000063286.7_Gm8995","Gm8995",4360.71432962246,2.60168644064557,0.299112317596605,8.69802508151572,3.37709907381183e-18,3.19932857856638e-15
"ENSMUSG00000027347.18_Rasgrp1","Rasgrp1",607.251753220419,2.48598425077467,0.286392339082071,8.68034479812767,3.94570811991107e-18,3.59256009372104e-15
"ENSMUSG00000055067.15_Smyd3","Smyd3",525.627577671988,-1.03849436184146,0.119695924542383,-8.676104602657,4.09555491177453e-18,3.59256009372104e-15
"ENSMUSG00000024669.8_Cd5","Cd5",160.59094565884,3.0695581411877,0.355761835070126,8.62812656838991,6.23650443983414e-18,5.275191826894e-15
"ENSMUSG00000048521.8_Cxcr6","Cxcr6",454.791973303772,3.68223658639485,0.427652481211819,8.61034776639356,7.28392682919105e-18,5.94870769043313e-15
"ENSMUSG00000024399.5_Ltb","Ltb",251.493764306083,2.97295604610442,0.346298792684011,8.58494487682829,9.08799940065272e-18,6.94323154209868e-15
"ENSMUSG00000026070.15_Il18r1","Il18r1",424.614570904605,3.81435138174877,0.444234475212011,8.58634706351498,8.97781879900069e-18,6.94323154209868e-15
"ENSMUSG00000024670.17_Cd6","Cd6",276.50058839892,3.36956860652915,0.393648024357481,8.55985143588365,1.13013057259842e-17,8.11091287315788e-15
"ENSMUSG00000079186.3_Gzmc","Gzmc",962.83758166034,5.0047190546521,0.584461604615263,8.56295608664762,1.10009842735384e-17,8.11091287315788e-15
"ENSMUSG00000034438.16_Gbp8","Gbp8",987.486591367709,3.7595656247191,0.440036454592034,8.54375946693932,1.29924329267406e-17,9.05037592461544e-15
"ENSMUSG00000000409.14_Lck","Lck",451.903313766128,3.13290688853596,0.367165407336309,8.5326853400063,1.42989214116366e-17,9.6429079058822e-15
"ENSMUSG00000027863.8_Cd2","Cd2",279.999520592127,3.10307781383102,0.36385121829639,8.52842496545739,1.48353675009471e-17,9.6429079058822e-15
"ENSMUSG00000068606.6_Gm4841","Gm4841",461.762114609735,2.91150384892428,0.341459233766587,8.52665138619305,1.50644989240686e-17,9.6429079058822e-15
"ENSMUSG00000024910.5_Ctsw","Ctsw",382.089453802913,3.4261861314499,0.402780487627354,8.50633592414674,1.79516348489243e-17,1.11885926253138e-14
"ENSMUSG00000052142.15_Rasal3","Rasal3",556.657919367045,3.28238044092815,0.386803950604514,8.48590205916538,2.14051678135336e-17,1.29989742178392e-14
"ENSMUSG00000042345.15_Ubash3a","Ubash3a",180.202349367789,3.39527547440331,0.401921158581996,8.44761566268885,2.97312260020163e-17,1.76038589157938e-14
"ENSMUSG00000078606.8_Gm4070","Gm4070",9935.24189983871,2.62610761647127,0.310980734179433,8.44459906302757,3.05090750305869e-17,1.76238276347419e-14
"ENSMUSG00000022504.10_Ciita","Ciita",2165.28556539484,2.75380892388584,0.326426193094326,8.43623760024088,3.27716244292797e-17,1.84800750710252e-14
"ENSMUSG00000018168.8_Ikzf3","Ikzf3",323.166622468738,3.16630395899396,0.375998243944939,8.42106049691454,3.73091540449291e-17,2.05495349860489e-14
"ENSMUSG00000022534.14_Mefv","Mefv",251.813832376033,4.15798222368505,0.495089659204976,8.39844288075418,4.5243794667644e-17,2.435350074792e-14
"ENSMUSG00000095649.3_Gm8979","Gm8979",131.357527183595,3.58046790300222,0.428093645161316,8.36374924849215,6.07559762980613e-17,3.1976545392073e-14
"ENSMUSG00000026770.5_Il2ra","Il2ra",247.576430134108,3.37433693197252,0.403614542565402,8.36029571810023,6.2561239316882e-17,3.22108780865442e-14
"ENSMUSG00000000486.13_Sept1","Sept1",309.55121586786,2.95483680069102,0.354136750711277,8.34377340040617,7.19568101656508e-17,3.62601083396441e-14
"ENSMUSG00000047415.12_Gpr68","Gpr68",338.903941354846,3.03447301003168,0.363875912156097,8.33930718868233,7.47270540433104e-17,3.68715739158701e-14
"ENSMUSG00000027398.13_Il1b","Il1b",373.814381703684,4.222144839576,0.507445178375193,8.32039601419614,8.76698974895182e-17,4.1527477042835e-14
"ENSMUSG00000052270.7_Fpr2","Fpr2",211.626294633971,4.64179371647494,0.557759391589451,8.32221525351134,8.6334339489267e-17,4.1527477042835e-14
